Reward
1.1369314
1.0951476
0.69500154
0.6940967
0.693793
0.69371456
0.693663
0.69380546
0.6938193
0.69370836
0.6936598
0.6941667
0.6940463
0.693836
0.69350857
0.6936152
0.6943858
0.69461703
0.6953857
0.6956541
0.6957238
0.6956295
0.6956261
0.69556254
0.6955566
0.695088
0.6952427
0.6948121
0.6943482
0.694265
0.69419163
0.6941753
0.69401896
0.69399285
0.6938974
0.69371694
0.6937297
0.6936321
0.69375175
0.6940858
0.69402874
0.6940068
0.69398904
0.6940456
0.69531614
0.6938868
0.6937477
0.69369185
0.69362974
0.69389755
0.6938095
0.6935546
0.6935112
0.69346505
0.69343895
0.693494
0.693886
0.6941534
0.69432306
0.6959742
0.6966096
0.6955201
0.6959568
0.6956231
0.6973249
0.69879323
0.7019073
0.70052874
0.6978147
0.6967633
0.6969213
0.69747466
0.70074254
0.69662845
0.6953612
0.6959561
0.696186
0.6964783
0.6974533
0.6958353
0.6946193
0.6943345
0.69410396
0.6942907
0.6945405
0.69567305
0.6962493
0.6950725
0.69569385
0.6960152
0.70810735
0.6981522
0.69459677
0.69494516
0.69444835
0.6968829
0.69596255
0.69667137
0.69473
0.7001917
0.6993982
0.6973354
0.74027604
0.70259523
0.70391434
0.7005051
0.6971988
0.6956242
0.69676745
0.69699395
0.6964802
0.69679374
0.6986817
0.69619334
0.6941527
0.69378966
0.69430786
0.6935485
0.6936532
0.6946782
0.6939894
0.69381225
0.7235053
0.7021982
0.7018196
0.69853574
0.6974962
0.69453037
0.69537
0.73682564
0.7053334
0.7559251
0.7072631
0.7556373
0.71659863
0.7016111
0.7549192
0.71777415
0.7011517
0.7130357
0.7153907
0.7304506
0.7182278
0.69886506
0.69933873
0.7007191
0.69916004
0.6981955
0.7014988
0.70305735
0.70626116
0.7001492
0.7065453
0.6997924
0.7099568
0.70064473
0.69788027
0.69808805
0.7025702
0.7067194
0.7125765
0.78285587
0.6960368
0.70684373
0.7058286
0.6960558
0.7102489
0.6989216
0.6989064
0.69841635
0.7054804
0.7173026
0.7321314
0.7166296
0.70959383
0.7096126
0.70625055
0.7061241
0.70083
0.69974846
0.7030028
0.69865906
0.69704705
0.6968992
0.70605457
0.69967175
0.6973206
0.71641326
0.7043363
0.6983058
0.7079377
0.70714945
0.7171857
0.710454
0.7665987
0.8322014
0.7383091
0.769701
0.7088644
0.7521751
0.70343405
0.73980016
0.7105327
0.7724203
0.73437726
0.75762135
0.7097801
0.71159744
0.7032507
0.707356
0.6992357
0.69643956
0.6974045
0.69659686
0.69905895
0.7072523
0.7040093
0.7052874
0.7004867
0.70030296
0.7014321
0.7112848
0.70169973
0.7099717
0.77342683
0.7053298
0.7187023
0.71582043
0.73137015
0.70997006
0.8201547
0.70014906
0.8012493
0.80592376
0.7904487
0.83890915
0.8466863
0.7859324
0.71308047
0.71505713
0.7089699
0.7065429
0.7013285
0.69667494
0.6965162
0.69629973
0.69445884
0.6944283
0.69432473
0.6944962
0.6945499
0.69505036
0.69429964
0.6939241
0.69603574
0.6949312
0.6953337
0.6964409
0.69632834
0.6957338
0.70081735
0.70037156
0.70706725
0.6988973
0.7005841
0.6989606
0.6957453
0.70106375
0.6953507
0.6992648
0.6950193
0.69747764
0.69677615
0.69495624
0.69468737
0.69620156
0.6951084
0.6961945
0.6955818
0.695424
0.69527817
0.69438106
0.69420105
0.6941859
0.6938903
0.7004551
0.6989746
0.69871616
0.6989118
0.6981069
0.69537795
0.6949817
0.71143025
0.69369555
0.6939943
0.6966436
0.69796216
0.72713244
0.70935816
0.69670105
0.6979557
0.7010174
0.6979446
0.7052126
0.72357553
0.70800453
0.7037001
0.7317982
0.7137487
0.70496106
0.7212829
0.7065622
0.7000198
0.709536
0.6994702
0.70454353
0.7021846
0.70488083
0.7019705
0.7024979
0.7108176
0.7087489
0.71601874
0.71955603
0.7808528
0.70890474
0.7043879
0.7069025
0.76316744
0.71455485
0.7144048
0.70857006
0.698862
0.7018041
0.6969389
0.69693375
0.7012968
0.6983058
0.69990325
0.69730884
0.6949841
0.69483733
0.6935646
0.69366086
0.69355816
0.69570464
0.69658905
0.7785193
0.7315547
0.7314237
0.7040687
0.7045643
0.7121921
0.70463735
0.7085018
0.6993776
0.7083163
0.71184397
0.7146876
0.7166523
0.698626
0.6971387
0.7167342
0.7153269
0.7049111
0.70721024
0.70181996
0.6995388
0.70023876
0.6958649
0.6956885
0.6975065
0.6949773
0.6964056
0.70122117
0.7000895
0.69888145
0.6994405
0.7001115
0.6976939
0.7030753
0.7011711
0.70533204
0.7075497
0.7184894
0.73292464
0.70116866
0.7077408
0.70585084
0.71303076
0.72594684
0.7138683
0.72642624
0.71672213
0.7371177
0.7140431
0.69862217
0.7241438
0.71466154
0.71229565
0.71840227
0.7375326
0.7036598
0.7760616
0.7175254
0.709755
0.70681715
0.704104
0.69872874
0.6969796
0.70231915
0.7023261
0.7026127
0.69842046
0.6980318
0.69614345
0.6959057
