Petra
1,312182
1,3009686
0,94380826
0,8348751
0,8001168
0,7837833
0,82251656
0,814087
0,79623646
0,77546453
0,7605274
0,75220746
0,74787754
0,7378047
0,751874
0,768743
0,73565423
0,7380482
0,7114129
0,72065985
0,70935875
0,71688443
0,71574664
0,7298091
0,7196925
0,71996325
0,7023017
0,70621574
0,70575464
0,70759684
0,70383614
0,7227904
0,72577465
0,70328045
0,7014492
0,69764733
0,70227844
0,70694625
0,6961566
0,6982075
0,717288
0,7028375
0,70221156
0,69560415
0,69673526
0,6948157
0,6946807
0,69508815
0,6980084
0,6950531
0,69605035
0,70447844
0,70149904
0,7027178
0,70533425
0,7497578
0,716301
0,7383375
0,7147904
0,7106472
0,72264206
0,7249771
0,7288366
0,77001816
0,7152353
0,7078066
0,7114766
0,7180541
0,7204414
0,70585734
0,72516
0,74030375
0,69907033
0,69420666
0,69597167
0,6977413
0,7017053
0,69738114
0,696198
0,6971128
0,6973252
0,70040494
0,6962404
0,6958466
0,6945089
0,69838977
0,6955541
0,6940268
0,69421923
0,69523853
0,69465774
0,6944499
0,695784
0,6963754
0,69654816
0,71932364
0,71608377
0,7375495
0,7213827
0,70954764
0,69874275
0,6982637
0,6971805
0,6986799
0,69516945
0,695117
0,6964686
0,69650245
0,6963698
0,6962115
0,6949718
0,6968207
0,69481725
0,6950346
0,70065784
0,69999003
0,7000348
0,69743466
0,70090216
0,6975694
0,69559014
0,70393336
0,69869435
0,70227903
0,70154285
0,7002615
0,69944394
0,69884574
0,6983453
0,6981031
0,7012713
0,70156616
0,702064
0,70143944
0,7013541
0,77122307
0,7241625
0,7119029
0,7081893
0,7005244
0,6962536
0,69980866
0,73223203
0,78763396
0,72366387
0,71596617
0,9013815
0,90062696
0,84513444
0,8224555
0,8014895
0,780011
0,79141575
0,7157835
0,7462258
0,69977313
0,6949466
0,69539607
0,6973479
0,69874
0,7046594
0,7100263
0,7533392
0,7205851
0,8033226
0,89306337
0,81128466
0,84702605
0,75826186
0,86280125
0,87439996
0,96286714
0,88207453
0,79348826
0,80083114
0,79472524
0,79613864
0,8230229
0,8495538
0,83609945
0,8637874
0,8586326
0,84461606
0,91822636
1,0320376
0,89253443
0,9155584
0,98355395
0,85436445
0,786784
0,6999043
0,74466884
0,70114404
0,7075609
0,69895434
0,7002468
0,7222349
0,78245187
0,7128182
0,7001331
0,72442114
0,74265677
0,744769
0,70988387
0,7111546
0,71140563
0,7125414
0,72263855
0,71827805
0,7060966
0,72904515
0,7130848
0,71600616
0,7021924
0,698393
0,7102112
0,7301099
0,7263783
0,73000956
0,7127838
0,7185809
0,7258786
0,7291885
0,7976473
0,82729715
0,8622322
0,892098
0,9227257
0,7817871
0,733658
0,72955585
0,75670314
0,7561014
