Seb3Spil
1,312182
1,3009686
0,94380826
0,8348751
0,8001168
0,7837833
0,82251656
0,814087
0,79623646
0,77546453
0,70145446
0,71159464
0,7105625
0,7005845
0,7025997
0,69954437
0,69783604
0,73736805
0,71728384
0,7129437
0,7028569
0,70446074
0,7005541
0,7004285
0,70357203
0,7486036
0,74652183
0,8260051
0,70637596
0,7089252
0,70166844
0,71233237
0,70019025
0,697226
0,6976709
0,70367986
0,7072442
0,73120373
0,72121716
0,7319501
0,718469
0,71554404
0,70338297
0,7136731
0,7590863
0,70233715
0,71187425
0,71676326
0,7306948
0,8082432
0,79154646
0,8142533
0,74424005
0,74238324
0,69540197
0,69571966
0,7090301
0,71925926
0,72410446
0,755065
0,7684197
0,7484651
0,707714
0,6997452
0,7036257
0,7048979
0,7533153
0,75986093
0,7823138
0,8342675
0,79835266
0,7543113
0,7048595
0,70394987
0,7043371
0,70135856
0,7008386
0,7075261
0,7085603
0,70118093
0,71740425
0,70123094
0,71588737
0,70078987
0,70147794
0,7106506
0,699069
0,69472474
0,6947138
0,6944688
0,69646573
0,6967323
0,69637114
0,70298606
0,7150448
0,71515375
0,74404097
0,78350115
0,75560844
0,7273796
0,7298389
0,70929563
0,711467
0,71185064
0,73760366
0,72097224
0,7996001
0,7074711
0,7604283
0,76984197
0,76837635
0,8592796
0,73979115
0,7259866
0,7494778
0,767389
0,92156553
0,74605656
0,74439085
0,75783855
0,7734306
0,81757265
0,6958949
0,7007674
0,69775075
0,6977093
0,697265
0,6975236
0,7045131
0,70423853
0,71367943
0,72346765
0,72813857
0,7308079
0,79898787
0,72666955
0,739734
0,72904354
0,7376701
0,7104473
0,71050555
0,71850705
0,7202076
0,7202814
0,71112704
0,72388756
0,7204584
0,7825217
0,72392875
0,7110964
0,70482
0,7184587
0,7070618
0,7231586
0,73739666
0,73346984
0,7633884
0,7839221
0,7122083
0,70015734
0,69583744
0,70090985
0,75095373
0,74005836
0,7181123
0,7094805
0,7136522
0,8006545
0,76015544
0,7652508
0,7867494
0,8291844
0,90947324
0,7255164
0,86611694
0,73160946
0,7220891
0,70848256
0,7121474
0,7633775
0,73761463
0,71039337
0,73199135
0,7890999
0,7917764
0,763778
0,77078396
0,84340703
0,84260076
0,879834
0,9540769
0,7017924
0,7414884
0,7227945
0,7105139
0,750099
0,73970234
0,75833124
0,750284
0,75874245
0,8773288
0,86314636
0,9435922
0,96810824
0,95768285
1,0631797
0,920968
0,89999294
0,70305204
0,73512626
0,7254951
0,70489424
0,6990641
0,6993814
0,69897944
0,71011156
0,7090564
0,7040174
0,79557574
0,7454367
0,7844207
0,8737156
0,8157933
0,73898524
0,7357857
0,7536911
0,72069895
0,718319
0,71948296
0,77972406
0,76020634
0,76422507
